Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
30.06.2023 - 12:20,Продажа,Защитное стекло 3D для iPhone 11/XR,1,450,450,399,88.66666666666667,Петров Роман,
30.06.2023 - 15:35,Заказ,Чехол силиконовый прозрачный,1,322,322,263,81.67701863354037,Иванов Сергей,Выдан
30.06.2023 - 15:57,Заказ,Чистка системы охлаждения с заменой термопасты,1,1573,1573,1471,93.51557533375716,Сидоров Алексей,Выдан
30.06.2023 - 17:30,Заказ,Кабель USB - Lightning (Foxconn),1,589,589,438,74.36332767402376,Администратор,Выдан
30.06.2023 - 18:15,Заказ,Чистка системы охлаждения с заменой термопасты,1,1606,1606,1506,93.7733499377335,Администратор,Выдан
01.07.2023 - 10:53,Заказ,Кабель USB - Lightning (Foxconn),1,651,651,499,76.65130568356375,Администратор,Выдан
01.07.2023 - 15:55,Заказ,Прошивка Android/iOS,1,963,963,963,100.0,Петров Роман,Выдан
01.07.2023 - 16:57,Заказ,Прошивка Android/iOS,1,1028,1028,1028,100.0,Иванов Сергей,Выдан
01.07.2023 - 17:10,Заказ,Чистка системы охлаждения с заменой термопасты,1,1537,1537,1434,93.29863370201691,Администратор,Выдан
02.07.2023 - 15:47,Продажа,Чехол силиконовый прозрачный,2,298,596,482,80.87248322147651,Петров Роман,
02.07.2023 - 17:17,Продажа,Блок питания Apple 20W (Copy),1,1185,1185,773,65.23206751054852,Иванов Сергей,
02.07.2023 - 17:45,Заказ,Диагностика,1,549,549,549,100.0,Администратор,Выдан
03.07.2023 - 10:35,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,429,429,235,54.77855477855478,Администратор,
03.07.2023 - 13:37,Заказ,Диагностика,2,453,906,906,100.0,Петров Роман,Выдан
03.07.2023 - 14:20,Заказ,Восстановление цепи питания,1,4787,4787,4308,89.993733026948,Петров Роман,Выдан
03.07.2023 - 15:02,Заказ,Диагностика,1,456,456,456,100.0,Иванов Сергей,Выдан
03.07.2023 - 15:03,Заказ,Чехол силиконовый прозрачный,1,280,280,222,79.28571428571428,Иванов Сергей,Выдан
03.07.2023 - 15:26,Продажа,Блок питания Apple 20W (Copy),1,1090,1090,673,61.74311926605505,Администратор,
03.07.2023 - 17:38,Заказ,Чехол силиконовый прозрачный,1,283,283,223,78.79858657243817,Сидоров Алексей,Выдан
03.07.2023 - 18:07,Заказ,Чистка системы охлаждения с заменой термопасты,1,1529,1529,1429,93.4597776324395,Администратор,Выдан
03.07.2023 - 19:24,Продажа,Чехол силиконовый прозрачный,1,315,315,253,80.31746031746032,Сидоров Алексей,
03.07.2023 - 19:29,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5182,5182,1286,24.8166730991895,Иванов Сергей,Выдан
04.07.2023 - 12:50,Продажа,Блок питания Apple 20W (Copy),2,1178,2356,1538,65.28013582342955,Сидоров Алексей,
04.07.2023 - 15:30,Заказ,Диагностика,2,458,916,916,100.0,Администратор,Выдан
04.07.2023 - 18:29,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,423,423,224,52.95508274231678,Сидоров Алексей,
05.07.2023 - 11:10,Заказ,Блок питания Apple 20W (Copy),1,1083,1083,688,63.52723915050785,Сидоров Алексей,Выдан
05.07.2023 - 11:59,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5762,5762,1998,34.675459909753556,Администратор,Выдан
05.07.2023 - 16:57,Продажа,Кабель USB - Lightning (Foxconn),1,650,650,506,77.84615384615384,Петров Роман,
05.07.2023 - 17:36,Продажа,Блок питания Apple 20W (Copy),1,1286,1286,871,67.72939346811819,Петров Роман,
06.07.2023 - 13:52,Заказ,Установка Windows 10/11 + Драйвера,2,1137,2274,2274,100.0,Иванов Сергей,Выдан
06.07.2023 - 16:08,Заказ,Дисплей iPhone 11 (Копия AAA),1,2708,2708,1352,49.926144756277694,Сидоров Алексей,Выдан
07.07.2023 - 10:21,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1200,1200,1102,91.83333333333333,Петров Роман,Выдан
07.07.2023 - 11:23,Заказ,Диагностика,1,544,544,544,100.0,Администратор,Выдан
07.07.2023 - 12:25,Заказ,Чехол силиконовый прозрачный,1,274,274,212,77.37226277372264,Администратор,Выдан
07.07.2023 - 13:31,Продажа,Защитное стекло 3D для iPhone 11/XR,1,504,504,455,90.27777777777779,Администратор,
07.07.2023 - 15:10,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),3,1291,3873,2145,55.38342370255616,Петров Роман,Выдан
07.07.2023 - 15:40,Продажа,Блок питания Apple 20W (Copy),1,1139,1139,750,65.84723441615452,Петров Роман,
07.07.2023 - 15:42,Продажа,Чехол силиконовый прозрачный,1,300,300,241,80.33333333333333,Иванов Сергей,
07.07.2023 - 17:07,Заказ,Кабель USB - Lightning (Foxconn),1,583,583,431,73.92795883361921,Петров Роман,Выдан
07.07.2023 - 18:47,Продажа,Чехол силиконовый прозрачный,1,295,295,234,79.3220338983051,Сидоров Алексей,
08.07.2023 - 10:49,Заказ,Чехол силиконовый прозрачный,2,300,600,486,81.0,Петров Роман,Выдан
08.07.2023 - 15:45,Заказ,Чехол силиконовый прозрачный,1,322,322,264,81.98757763975155,Петров Роман,Выдан
09.07.2023 - 10:13,Продажа,Кабель USB - Lightning (Foxconn),1,558,558,408,73.11827956989248,Сидоров Алексей,
09.07.2023 - 15:43,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,440,440,242,55.00000000000001,Петров Роман,Выдан
10.07.2023 - 13:40,Заказ,Чистка системы охлаждения с заменой термопасты,1,1496,1496,1399,93.51604278074866,Петров Роман,Выдан
10.07.2023 - 15:04,Заказ,Защитное стекло 3D для iPhone 11/XR,1,506,506,455,89.9209486166008,Иванов Сергей,Выдан
10.07.2023 - 17:30,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1200,1200,1101,91.75,Петров Роман,Выдан
11.07.2023 - 10:14,Продажа,Кабель USB - Lightning (Foxconn),1,644,644,498,77.32919254658384,Иванов Сергей,
11.07.2023 - 10:19,Заказ,SSD накопитель Kingston 240GB,1,2024,2024,573,28.310276679841895,Иванов Сергей,Выдан
11.07.2023 - 10:31,Заказ,Наклейка защитного стекла (Услуга),1,207,207,207,100.0,Петров Роман,Выдан
11.07.2023 - 12:36,Продажа,Блок питания Apple 20W (Copy),1,1229,1229,819,66.63954434499593,Петров Роман,
11.07.2023 - 17:06,Заказ,Диагностика,1,544,544,544,100.0,Иванов Сергей,Выдан
11.07.2023 - 17:30,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,408,408,202,49.50980392156863,Администратор,Выдан
11.07.2023 - 18:03,Заказ,Восстановление цепи питания,1,4309,4309,3795,88.07147830122999,Сидоров Алексей,Выдан
11.07.2023 - 18:23,Заказ,Чистка системы охлаждения с заменой термопасты,1,1570,1570,1472,93.7579617834395,Иванов Сергей,Выдан
11.07.2023 - 19:44,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,436,436,241,55.27522935779816,Администратор,Выдан
12.07.2023 - 10:12,Заказ,Кабель USB - Lightning (Foxconn),1,561,561,408,72.72727272727273,Петров Роман,Выдан
12.07.2023 - 11:21,Заказ,Установка Windows 10/11 + Драйвера,1,1276,1276,1276,100.0,Иванов Сергей,Выдан
12.07.2023 - 12:12,Продажа,Кабель USB - Lightning (Foxconn),2,591,1182,876,74.11167512690355,Петров Роман,
12.07.2023 - 13:22,Продажа,SSD накопитель Kingston 240GB,1,2081,2081,547,26.285439692455547,Администратор,
12.07.2023 - 14:30,Заказ,Дисплей iPhone 11 (Копия AAA),1,2315,2315,854,36.88984881209503,Сидоров Алексей,Выдан
12.07.2023 - 19:15,Заказ,Чистка системы охлаждения с заменой термопасты,1,1428,1428,1330,93.13725490196079,Сидоров Алексей,Выдан
13.07.2023 - 10:41,Продажа,Кабель USB - Lightning (Foxconn),1,619,619,477,77.05977382875606,Сидоров Алексей,
13.07.2023 - 12:51,Заказ,Наклейка защитного стекла (Услуга),1,211,211,211,100.0,Сидоров Алексей,Выдан
13.07.2023 - 13:20,Заказ,Наклейка защитного стекла (Услуга),1,184,184,184,100.0,Сидоров Алексей,Выдан
13.07.2023 - 15:38,Заказ,Установка Windows 10/11 + Драйвера,3,1168,3504,3504,100.0,Сидоров Алексей,Выдан
13.07.2023 - 18:05,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3617,3617,859,23.748963229195468,Администратор,Выдан
14.07.2023 - 13:49,Заказ,Установка Windows 10/11 + Драйвера,1,1213,1213,1213,100.0,Петров Роман,Выдан
14.07.2023 - 14:29,Заказ,Диагностика,1,481,481,481,100.0,Администратор,Выдан
14.07.2023 - 15:24,Заказ,Установка Windows 10/11 + Драйвера,1,1176,1176,1176,100.0,Иванов Сергей,Выдан
14.07.2023 - 16:01,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1251,1251,1155,92.32613908872902,Петров Роман,Выдан
14.07.2023 - 17:25,Заказ,Восстановление цепи питания,1,4943,4943,4420,89.41938094274732,Иванов Сергей,Выдан
14.07.2023 - 18:09,Заказ,Установка Windows 10/11 + Драйвера,1,1090,1090,1090,100.0,Администратор,Выдан
15.07.2023 - 11:04,Заказ,Наклейка защитного стекла (Услуга),1,198,198,198,100.0,Петров Роман,Выдан
15.07.2023 - 17:50,Заказ,Диагностика,1,484,484,484,100.0,Петров Роман,Выдан
15.07.2023 - 19:04,Заказ,Чехол силиконовый прозрачный,1,286,286,229,80.06993006993007,Иванов Сергей,Выдан
15.07.2023 - 19:46,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,4170,4170,1144,27.434052757793765,Администратор,Выдан
16.07.2023 - 11:28,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,467,467,261,55.88865096359743,Иванов Сергей,
16.07.2023 - 13:22,Заказ,Чехол силиконовый прозрачный,2,321,642,518,80.68535825545172,Сидоров Алексей,Выдан
16.07.2023 - 15:30,Заказ,Диагностика,1,508,508,508,100.0,Иванов Сергей,Выдан
16.07.2023 - 16:07,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,405,405,208,51.358024691358025,Сидоров Алексей,
16.07.2023 - 18:44,Продажа,Блок питания Apple 20W (Copy),3,1302,3906,2670,68.3563748079877,Петров Роман,
17.07.2023 - 11:31,Продажа,Кабель USB - Lightning (Foxconn),1,576,576,433,75.17361111111111,Петров Роман,
17.07.2023 - 11:35,Заказ,Кабель USB - Lightning (Foxconn),3,565,1695,1257,74.15929203539822,Сидоров Алексей,Выдан
17.07.2023 - 12:49,Продажа,Защитное стекло 3D для iPhone 11/XR,1,493,493,443,89.8580121703854,Администратор,
17.07.2023 - 13:05,Заказ,Диагностика,1,498,498,498,100.0,Администратор,Выдан
17.07.2023 - 13:55,Заказ,Наклейка защитного стекла (Услуга),1,217,217,217,100.0,Иванов Сергей,Выдан
17.07.2023 - 17:42,Заказ,Дисплей iPhone 11 (Копия AAA),1,2343,2343,963,41.101152368758,Петров Роман,Выдан
17.07.2023 - 18:18,Заказ,Установка Windows 10/11 + Драйвера,1,1296,1296,1296,100.0,Петров Роман,Выдан
17.07.2023 - 19:14,Продажа,Блок питания Apple 20W (Copy),1,1082,1082,699,64.60258780036968,Иванов Сергей,
17.07.2023 - 19:59,Продажа,Защитное стекло 3D для iPhone 11/XR,1,489,489,437,89.36605316973414,Петров Роман,
18.07.2023 - 11:42,Заказ,Дисплей iPhone 11 (Копия AAA),1,2520,2520,1139,45.198412698412696,Сидоров Алексей,Выдан
18.07.2023 - 13:10,Заказ,Чистка системы охлаждения с заменой термопасты,1,1488,1488,1389,93.34677419354838,Администратор,Выдан
18.07.2023 - 17:13,Заказ,Прошивка Android/iOS,2,997,1994,1994,100.0,Петров Роман,Выдан
19.07.2023 - 10:00,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,475,950,544,57.263157894736835,Петров Роман,
19.07.2023 - 12:45,Продажа,Защитное стекло 3D для iPhone 11/XR,1,484,484,437,90.28925619834712,Петров Роман,
19.07.2023 - 13:43,Продажа,Защитное стекло 3D для iPhone 11/XR,1,527,527,478,90.70208728652752,Администратор,
19.07.2023 - 14:00,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1205,1205,656,54.439834024896264,Администратор,Выдан
19.07.2023 - 14:34,Заказ,Дисплей iPhone 11 (Копия AAA),1,2271,2271,842,37.07617789520035,Администратор,Выдан
19.07.2023 - 15:31,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5737,5737,2052,35.76782290395677,Сидоров Алексей,Выдан
20.07.2023 - 10:58,Заказ,Наклейка защитного стекла (Услуга),3,195,585,585,100.0,Администратор,Выдан
21.07.2023 - 16:53,Заказ,Наклейка защитного стекла (Услуга),1,211,211,211,100.0,Сидоров Алексей,Выдан
21.07.2023 - 19:46,Заказ,Чехол силиконовый прозрачный,1,299,299,238,79.59866220735786,Петров Роман,Выдан
22.07.2023 - 11:24,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1233,1233,1138,92.29521492295216,Петров Роман,Выдан
22.07.2023 - 12:28,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,437,437,247,56.52173913043478,Петров Роман,
22.07.2023 - 13:49,Заказ,Наклейка защитного стекла (Услуга),2,188,376,376,100.0,Администратор,Выдан
22.07.2023 - 15:54,Заказ,Установка Windows 10/11 + Драйвера,1,1238,1238,1238,100.0,Петров Роман,Выдан
22.07.2023 - 16:23,Заказ,Чехол силиконовый прозрачный,1,322,322,262,81.36645962732919,Сидоров Алексей,Выдан
22.07.2023 - 16:41,Заказ,Восстановление цепи питания,1,4134,4134,3627,87.73584905660378,Иванов Сергей,Выдан
22.07.2023 - 16:45,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,418,418,224,53.588516746411486,Петров Роман,
22.07.2023 - 17:11,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4450,4450,1252,28.13483146067416,Петров Роман,Выдан
22.07.2023 - 18:29,Заказ,Прошивка Android/iOS,1,908,908,908,100.0,Администратор,Выдан
23.07.2023 - 11:19,Заказ,Диагностика,1,496,496,496,100.0,Сидоров Алексей,Выдан
23.07.2023 - 11:43,Заказ,Наклейка защитного стекла (Услуга),2,195,390,390,100.0,Иванов Сергей,Выдан
23.07.2023 - 13:13,Заказ,Диагностика,1,455,455,455,100.0,Петров Роман,Выдан
23.07.2023 - 15:37,Заказ,Блок питания Apple 20W (Copy),1,1097,1097,692,63.081130355515036,Сидоров Алексей,Выдан
23.07.2023 - 15:38,Продажа,Защитное стекло 3D для iPhone 11/XR,1,537,537,486,90.5027932960894,Администратор,
24.07.2023 - 10:51,Заказ,Диагностика,1,502,502,502,100.0,Сидоров Алексей,Выдан
24.07.2023 - 13:30,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1099,1099,548,49.86351228389445,Администратор,Выдан
24.07.2023 - 13:35,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,422,422,229,54.2654028436019,Иванов Сергей,Выдан
24.07.2023 - 15:30,Заказ,Восстановление цепи питания,1,4453,4453,3948,88.65933078823265,Сидоров Алексей,Выдан
24.07.2023 - 15:47,Заказ,Восстановление цепи питания,1,4782,4782,4263,89.14680050188207,Администратор,Выдан
24.07.2023 - 16:21,Заказ,Кабель USB - Lightning (Foxconn),1,598,598,444,74.24749163879598,Петров Роман,Выдан
25.07.2023 - 12:02,Продажа,Защитное стекло 3D для iPhone 11/XR,1,483,483,432,89.44099378881988,Петров Роман,
25.07.2023 - 12:16,Заказ,Наклейка защитного стекла (Услуга),1,193,193,193,100.0,Администратор,Выдан
25.07.2023 - 14:33,Заказ,Блок питания Apple 20W (Copy),1,1107,1107,706,63.77597109304426,Петров Роман,Выдан
25.07.2023 - 15:58,Продажа,Блок питания Apple 20W (Copy),1,1098,1098,712,64.84517304189436,Администратор,
25.07.2023 - 16:10,Продажа,Защитное стекло 3D для iPhone 11/XR,1,549,549,498,90.7103825136612,Администратор,
26.07.2023 - 10:54,Заказ,Диагностика,1,522,522,522,100.0,Иванов Сергей,Выдан
26.07.2023 - 15:09,Заказ,Защитное стекло 3D для iPhone 11/XR,1,510,510,458,89.80392156862746,Петров Роман,Выдан
26.07.2023 - 18:13,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,421,421,225,53.44418052256532,Иванов Сергей,Выдан
26.07.2023 - 18:48,Продажа,Чехол силиконовый прозрачный,2,325,650,536,82.46153846153847,Сидоров Алексей,
26.07.2023 - 19:55,Заказ,Защитное стекло 3D для iPhone 11/XR,1,510,510,461,90.3921568627451,Иванов Сергей,Выдан
27.07.2023 - 10:17,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Иванов Сергей,Выдан
27.07.2023 - 10:44,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1319,1319,747,56.633813495072026,Администратор,Выдан
27.07.2023 - 11:20,Заказ,Чистка системы охлаждения с заменой термопасты,1,1489,1489,1393,93.55271994627266,Иванов Сергей,Выдан
27.07.2023 - 13:56,Продажа,Кабель USB - Lightning (Foxconn),1,653,653,496,75.95712098009189,Иванов Сергей,
27.07.2023 - 14:27,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5851,11702,4056,34.660741753546404,Иванов Сергей,Выдан
27.07.2023 - 15:45,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1291,1291,1190,92.17660728117738,Петров Роман,Выдан
27.07.2023 - 18:13,Продажа,Блок питания Apple 20W (Copy),1,1100,1100,718,65.27272727272727,Администратор,
28.07.2023 - 17:14,Заказ,Наклейка защитного стекла (Услуга),1,182,182,182,100.0,Петров Роман,Выдан
28.07.2023 - 18:43,Заказ,Защитное стекло 3D для iPhone 11/XR,1,453,453,403,88.96247240618102,Сидоров Алексей,Выдан
28.07.2023 - 19:58,Заказ,Чистка системы охлаждения с заменой термопасты,2,1397,2794,2602,93.12813171080889,Сидоров Алексей,Выдан
29.07.2023 - 10:31,Продажа,Блок питания Apple 20W (Copy),1,1300,1300,906,69.6923076923077,Петров Роман,
29.07.2023 - 11:08,Продажа,Блок питания Apple 20W (Copy),1,1211,1211,794,65.56564822460777,Администратор,
29.07.2023 - 18:27,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,444,444,248,55.85585585585585,Петров Роман,
29.07.2023 - 18:36,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4184,4184,1006,24.043977055449332,Администратор,Выдан
29.07.2023 - 18:56,Заказ,Восстановление цепи питания,1,4142,4142,3622,87.44567841622406,Сидоров Алексей,Выдан
30.07.2023 - 17:17,Продажа,Чехол силиконовый прозрачный,1,296,296,237,80.06756756756756,Иванов Сергей,
30.07.2023 - 17:28,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1117,1117,578,51.74574753804835,Петров Роман,Выдан
30.07.2023 - 18:40,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1250,1250,1148,91.84,Петров Роман,Выдан
30.07.2023 - 19:43,Заказ,Установка Windows 10/11 + Драйвера,1,1213,1213,1213,100.0,Петров Роман,Выдан
30.07.2023 - 19:48,Продажа,Блок питания Apple 20W (Copy),1,1264,1264,847,67.00949367088607,Администратор,
31.07.2023 - 10:44,Заказ,Чистка системы охлаждения с заменой термопасты,1,1566,1566,1468,93.74201787994892,Сидоров Алексей,Выдан
31.07.2023 - 15:01,Продажа,Чехол силиконовый прозрачный,1,278,278,217,78.05755395683454,Сидоров Алексей,
31.07.2023 - 17:15,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4837,4837,1795,37.109778788505274,Сидоров Алексей,Выдан
31.07.2023 - 17:59,Продажа,Чехол силиконовый прозрачный,1,314,314,255,81.21019108280255,Иванов Сергей,
31.07.2023 - 18:23,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1269,1269,1170,92.19858156028369,Сидоров Алексей,Выдан
01.08.2023 - 14:38,Продажа,Кабель USB - Lightning (Foxconn),1,630,630,476,75.55555555555556,Администратор,
01.08.2023 - 19:31,Заказ,Диагностика,1,523,523,523,100.0,Иванов Сергей,Выдан
02.08.2023 - 10:51,Заказ,Чехол силиконовый прозрачный,1,280,280,219,78.21428571428571,Сидоров Алексей,Выдан
02.08.2023 - 12:36,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1246,1246,1146,91.97431781701445,Администратор,Выдан
02.08.2023 - 13:32,Заказ,Наклейка защитного стекла (Услуга),2,188,376,376,100.0,Иванов Сергей,Выдан
02.08.2023 - 13:34,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1274,1274,1170,91.83673469387756,Петров Роман,Выдан
02.08.2023 - 16:25,Заказ,Чистка системы охлаждения с заменой термопасты,1,1359,1359,1257,92.49448123620309,Петров Роман,Выдан
02.08.2023 - 16:51,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,458,458,261,56.98689956331878,Сидоров Алексей,Выдан
02.08.2023 - 18:59,Заказ,Чехол силиконовый прозрачный,1,310,310,249,80.3225806451613,Петров Роман,Выдан
02.08.2023 - 19:02,Заказ,Защитное стекло 3D для iPhone 11/XR,1,452,452,404,89.38053097345133,Иванов Сергей,Выдан
02.08.2023 - 19:14,Заказ,Дисплей iPhone 11 (Копия AAA),1,2630,2630,1276,48.5171102661597,Петров Роман,Выдан
03.08.2023 - 11:10,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3820,3820,937,24.528795811518325,Сидоров Алексей,Выдан
03.08.2023 - 12:08,Заказ,Наклейка защитного стекла (Услуга),1,194,194,194,100.0,Администратор,Выдан
03.08.2023 - 14:30,Заказ,Восстановление цепи питания,1,4582,4582,4081,89.06591008293321,Сидоров Алексей,Выдан
03.08.2023 - 14:35,Заказ,Прошивка Android/iOS,2,980,1960,1960,100.0,Сидоров Алексей,Выдан
04.08.2023 - 13:01,Продажа,Чехол силиконовый прозрачный,1,313,313,251,80.19169329073482,Петров Роман,
04.08.2023 - 13:34,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1290,1290,715,55.42635658914728,Иванов Сергей,Выдан
04.08.2023 - 13:58,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1261,1261,1159,91.91118160190325,Сидоров Алексей,Выдан
04.08.2023 - 16:53,Заказ,Прошивка Android/iOS,1,1096,1096,1096,100.0,Петров Роман,Выдан
04.08.2023 - 18:08,Продажа,SSD накопитель Kingston 240GB,1,2105,2105,620,29.453681710213775,Администратор,
05.08.2023 - 10:09,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,460,460,254,55.21739130434783,Петров Роман,
05.08.2023 - 12:17,Заказ,Диагностика,1,458,458,458,100.0,Иванов Сергей,Выдан
05.08.2023 - 14:02,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,470,470,262,55.74468085106383,Петров Роман,Выдан
05.08.2023 - 14:53,Заказ,Прошивка Android/iOS,1,1024,1024,1024,100.0,Иванов Сергей,Выдан
05.08.2023 - 15:31,Продажа,Кабель USB - Lightning (Foxconn),3,582,1746,1281,73.3676975945017,Иванов Сергей,
05.08.2023 - 15:57,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,423,423,231,54.60992907801418,Петров Роман,Выдан
05.08.2023 - 18:30,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1139,1139,587,51.53643546971027,Администратор,Выдан
05.08.2023 - 19:23,Заказ,Установка Windows 10/11 + Драйвера,1,1094,1094,1094,100.0,Сидоров Алексей,Выдан
05.08.2023 - 19:58,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1307,1307,1208,92.42540168324408,Петров Роман,Выдан
06.08.2023 - 11:10,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1176,1176,611,51.955782312925166,Администратор,Выдан
06.08.2023 - 15:26,Заказ,Установка Windows 10/11 + Драйвера,1,1228,1228,1228,100.0,Сидоров Алексей,Выдан
06.08.2023 - 17:11,Заказ,Диагностика,1,490,490,490,100.0,Администратор,Выдан
06.08.2023 - 17:19,Заказ,Наклейка защитного стекла (Услуга),1,185,185,185,100.0,Сидоров Алексей,Выдан
06.08.2023 - 17:37,Заказ,Установка Windows 10/11 + Драйвера,1,1121,1121,1121,100.0,Сидоров Алексей,Выдан
06.08.2023 - 18:22,Заказ,Установка Windows 10/11 + Драйвера,1,1309,1309,1309,100.0,Петров Роман,Выдан
07.08.2023 - 13:46,Продажа,Защитное стекло 3D для iPhone 11/XR,1,473,473,423,89.4291754756871,Сидоров Алексей,
07.08.2023 - 14:06,Продажа,Защитное стекло 3D для iPhone 11/XR,1,486,486,434,89.30041152263375,Петров Роман,
07.08.2023 - 16:23,Заказ,Чехол силиконовый прозрачный,1,300,300,243,81.0,Сидоров Алексей,Выдан
07.08.2023 - 19:03,Заказ,Защитное стекло 3D для iPhone 11/XR,1,527,527,477,90.5123339658444,Иванов Сергей,Выдан
07.08.2023 - 19:13,Заказ,Чистка системы охлаждения с заменой термопасты,1,1599,1599,1497,93.62101313320825,Петров Роман,Выдан
08.08.2023 - 10:03,Заказ,Дисплей iPhone 11 (Копия AAA),1,2272,2272,849,37.36795774647887,Сидоров Алексей,Выдан
08.08.2023 - 11:06,Заказ,Наклейка защитного стекла (Услуга),1,194,194,194,100.0,Петров Роман,Выдан
08.08.2023 - 16:06,Заказ,Дисплей iPhone 11 (Копия AAA),1,2311,2311,848,36.694071830376465,Петров Роман,Выдан
08.08.2023 - 17:17,Продажа,Защитное стекло 3D для iPhone 11/XR,1,455,455,407,89.45054945054946,Сидоров Алексей,
08.08.2023 - 17:29,Продажа,Блок питания Apple 20W (Copy),1,1226,1226,821,66.96574225122349,Администратор,
08.08.2023 - 17:44,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,446,446,245,54.932735426008975,Иванов Сергей,
08.08.2023 - 19:22,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,450,450,243,54.0,Иванов Сергей,
09.08.2023 - 10:20,Заказ,Диагностика,1,526,526,526,100.0,Администратор,Выдан
09.08.2023 - 10:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1190,1190,1091,91.68067226890756,Сидоров Алексей,Выдан
09.08.2023 - 11:41,Заказ,Прошивка Android/iOS,1,1063,1063,1063,100.0,Петров Роман,Выдан
09.08.2023 - 12:26,Заказ,Прошивка Android/iOS,1,915,915,915,100.0,Сидоров Алексей,Выдан
09.08.2023 - 13:38,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,435,435,227,52.18390804597701,Сидоров Алексей,Выдан
09.08.2023 - 14:16,Заказ,Прошивка Android/iOS,1,1050,1050,1050,100.0,Петров Роман,Выдан
09.08.2023 - 15:40,Продажа,Чехол силиконовый прозрачный,1,291,291,230,79.03780068728523,Петров Роман,
09.08.2023 - 19:48,Заказ,Прошивка Android/iOS,1,1078,1078,1078,100.0,Иванов Сергей,Выдан
10.08.2023 - 14:30,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,4973,4973,1217,24.472149607882564,Петров Роман,Выдан
10.08.2023 - 14:58,Продажа,SSD накопитель Kingston 240GB,1,2408,2408,854,35.46511627906977,Сидоров Алексей,
10.08.2023 - 16:20,Продажа,Кабель USB - Lightning (Foxconn),1,545,545,394,72.29357798165138,Иванов Сергей,
10.08.2023 - 17:39,Заказ,Установка Windows 10/11 + Драйвера,1,1148,1148,1148,100.0,Сидоров Алексей,Выдан
10.08.2023 - 18:52,Заказ,Чехол силиконовый прозрачный,1,292,292,232,79.45205479452055,Иванов Сергей,Выдан
11.08.2023 - 10:34,Заказ,Чистка системы охлаждения с заменой термопасты,1,1589,1589,1490,93.76966645689113,Петров Роман,Выдан
