Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
10.07.2024 - 17:03,Заказ,Кабель USB - Lightning (Foxconn),2,602,1204,918,76.24584717607974,Иванов Сергей,Выдан
11.07.2024 - 13:52,Заказ,Кабель USB - Lightning (Foxconn),1,585,585,431,73.67521367521368,Администратор,Выдан
11.07.2024 - 19:02,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,464,928,520,56.03448275862068,Администратор,
12.07.2024 - 13:53,Заказ,Чехол силиконовый прозрачный,1,322,322,260,80.74534161490683,Петров Роман,Выдан
12.07.2024 - 16:26,Продажа,Защитное стекло 3D для iPhone 11/XR,1,466,466,419,89.91416309012875,Администратор,
12.07.2024 - 19:00,Заказ,Диагностика,1,492,492,492,100.0,Иванов Сергей,Выдан
12.07.2024 - 19:30,Заказ,Дисплей iPhone 11 (Копия AAA),1,2452,2452,1040,42.41435562805872,Иванов Сергей,Выдан
13.07.2024 - 11:49,Продажа,Кабель USB - Lightning (Foxconn),1,569,569,426,74.86818980667839,Сидоров Алексей,
13.07.2024 - 12:47,Заказ,SSD накопитель Kingston 240GB,1,2099,2099,620,29.537875178656503,Иванов Сергей,Выдан
13.07.2024 - 16:23,Заказ,Чистка системы охлаждения с заменой термопасты,1,1564,1564,1461,93.41432225063939,Администратор,Выдан
13.07.2024 - 17:40,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,438,876,462,52.73972602739726,Сидоров Алексей,
14.07.2024 - 10:24,Заказ,Диагностика,1,477,477,477,100.0,Петров Роман,Выдан
14.07.2024 - 10:25,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1252,1252,712,56.86900958466453,Сидоров Алексей,Выдан
14.07.2024 - 11:24,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,480,480,273,56.875,Иванов Сергей,
14.07.2024 - 14:04,Заказ,Чехол силиконовый прозрачный,2,297,594,476,80.13468013468014,Сидоров Алексей,Выдан
14.07.2024 - 14:12,Продажа,Защитное стекло 3D для iPhone 11/XR,1,464,464,412,88.79310344827587,Петров Роман,
14.07.2024 - 14:28,Продажа,Защитное стекло 3D для iPhone 11/XR,1,539,539,487,90.35250463821892,Иванов Сергей,
14.07.2024 - 14:54,Заказ,Диагностика,1,501,501,501,100.0,Петров Роман,Выдан
14.07.2024 - 16:03,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1273,1273,1176,92.38020424194815,Иванов Сергей,Выдан
14.07.2024 - 18:35,Продажа,Чехол силиконовый прозрачный,1,276,276,215,77.89855072463769,Петров Роман,
15.07.2024 - 10:12,Заказ,Восстановление цепи питания,1,4876,4876,4399,90.21739130434783,Сидоров Алексей,Выдан
15.07.2024 - 10:42,Заказ,Восстановление цепи питания,1,4061,4061,3538,87.12139867027827,Иванов Сергей,Выдан
15.07.2024 - 11:05,Заказ,Блок питания Apple 20W (Copy),3,1163,3489,2343,67.15391229578675,Петров Роман,Выдан
15.07.2024 - 11:52,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,424,424,231,54.48113207547169,Сидоров Алексей,
15.07.2024 - 15:31,Заказ,Восстановление цепи питания,1,4819,4819,4310,89.43764266445321,Администратор,Выдан
15.07.2024 - 17:25,Заказ,Диагностика,1,458,458,458,100.0,Петров Роман,Выдан
16.07.2024 - 13:03,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1093,1093,562,51.41811527904849,Петров Роман,Выдан
16.07.2024 - 16:34,Заказ,Защитное стекло 3D для iPhone 11/XR,2,523,1046,942,90.05736137667304,Сидоров Алексей,Выдан
16.07.2024 - 19:05,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1304,2608,2404,92.17791411042946,Сидоров Алексей,Выдан
17.07.2024 - 12:14,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5234,5234,1362,26.022162781811236,Иванов Сергей,Выдан
17.07.2024 - 15:01,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,494,494,295,59.716599190283404,Администратор,Выдан
17.07.2024 - 15:43,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3590,3590,773,21.532033426183844,Администратор,Выдан
18.07.2024 - 11:04,Заказ,Чистка системы охлаждения с заменой термопасты,1,1359,1359,1264,93.00956585724798,Петров Роман,Выдан
18.07.2024 - 17:22,Заказ,Блок питания Apple 20W (Copy),1,1159,1159,765,66.00517687661778,Петров Роман,Выдан
18.07.2024 - 19:49,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,460,460,252,54.78260869565217,Иванов Сергей,
19.07.2024 - 11:11,Заказ,Дисплей iPhone 11 (Копия AAA),1,2319,2319,932,40.1897369555843,Петров Роман,Выдан
19.07.2024 - 11:26,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,440,440,246,55.90909090909091,Сидоров Алексей,Выдан
19.07.2024 - 11:26,Продажа,Защитное стекло 3D для iPhone 11/XR,1,531,531,480,90.3954802259887,Администратор,
19.07.2024 - 11:32,Продажа,Чехол силиконовый прозрачный,1,306,306,248,81.04575163398692,Сидоров Алексей,
19.07.2024 - 14:59,Заказ,Блок питания Apple 20W (Copy),1,1083,1083,665,61.40350877192983,Сидоров Алексей,Выдан
19.07.2024 - 15:24,Заказ,Диагностика,1,485,485,485,100.0,Иванов Сергей,Выдан
19.07.2024 - 15:43,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1312,2624,2430,92.60670731707317,Сидоров Алексей,Выдан
19.07.2024 - 16:13,Продажа,Кабель USB - Lightning (Foxconn),1,627,627,473,75.43859649122807,Иванов Сергей,
19.07.2024 - 18:01,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1148,1148,1051,91.55052264808361,Сидоров Алексей,Выдан
20.07.2024 - 10:49,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1188,1188,660,55.55555555555556,Иванов Сергей,Выдан
20.07.2024 - 12:29,Заказ,Восстановление цепи питания,1,4406,4406,3910,88.74262369496142,Иванов Сергей,Выдан
20.07.2024 - 17:35,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1289,1289,1194,92.6299456943367,Администратор,Выдан
20.07.2024 - 18:13,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,424,424,216,50.943396226415096,Сидоров Алексей,Выдан
21.07.2024 - 13:56,Заказ,Чехол силиконовый прозрачный,1,293,293,231,78.839590443686,Иванов Сергей,Выдан
21.07.2024 - 14:06,Заказ,Наклейка защитного стекла (Услуга),1,209,209,209,100.0,Администратор,Выдан
21.07.2024 - 14:57,Заказ,Диагностика,1,514,514,514,100.0,Сидоров Алексей,Выдан
21.07.2024 - 15:45,Заказ,Блок питания Apple 20W (Copy),2,1103,2206,1444,65.45784224841343,Иванов Сергей,Выдан
22.07.2024 - 13:36,Продажа,Блок питания Apple 20W (Copy),1,1210,1210,828,68.4297520661157,Сидоров Алексей,
22.07.2024 - 14:37,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1097,1097,542,49.407474931631725,Иванов Сергей,Выдан
22.07.2024 - 16:35,Продажа,SSD накопитель Kingston 240GB,1,2214,2214,643,29.042457091237576,Администратор,
22.07.2024 - 17:22,Заказ,Установка Windows 10/11 + Драйвера,1,1080,1080,1080,100.0,Сидоров Алексей,Выдан
22.07.2024 - 17:32,Заказ,Наклейка защитного стекла (Услуга),1,212,212,212,100.0,Иванов Сергей,Выдан
23.07.2024 - 10:33,Заказ,Кабель USB - Lightning (Foxconn),1,575,575,432,75.13043478260869,Иванов Сергей,Выдан
23.07.2024 - 12:09,Заказ,Дисплей iPhone 11 (Копия AAA),1,2409,2409,1002,41.59402241594022,Администратор,Выдан
23.07.2024 - 14:42,Заказ,Наклейка защитного стекла (Услуга),1,185,185,185,100.0,Иванов Сергей,Выдан
23.07.2024 - 16:37,Заказ,Чехол силиконовый прозрачный,1,289,289,232,80.27681660899654,Петров Роман,Выдан
23.07.2024 - 17:32,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Администратор,Выдан
23.07.2024 - 18:50,Заказ,Блок питания Apple 20W (Copy),1,1276,1276,876,68.65203761755487,Петров Роман,Выдан
23.07.2024 - 19:50,Заказ,Чехол силиконовый прозрачный,1,308,308,247,80.1948051948052,Администратор,Выдан
24.07.2024 - 10:00,Заказ,Чистка системы охлаждения с заменой термопасты,1,1541,1541,1441,93.51070733290071,Администратор,Выдан
24.07.2024 - 10:13,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5463,5463,1798,32.91231923851364,Сидоров Алексей,Выдан
24.07.2024 - 10:50,Продажа,Защитное стекло 3D для iPhone 11/XR,1,529,529,478,90.35916824196597,Сидоров Алексей,
24.07.2024 - 10:55,Заказ,Чистка системы охлаждения с заменой термопасты,1,1377,1377,1277,92.73783587509078,Иванов Сергей,Выдан
24.07.2024 - 10:56,Заказ,Диагностика,1,478,478,478,100.0,Иванов Сергей,Выдан
24.07.2024 - 13:05,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4338,4338,1135,26.16413093591517,Сидоров Алексей,Выдан
24.07.2024 - 13:32,Заказ,Чехол силиконовый прозрачный,1,289,289,227,78.54671280276817,Администратор,Выдан
24.07.2024 - 18:11,Заказ,Наклейка защитного стекла (Услуга),1,201,201,201,100.0,Сидоров Алексей,Выдан
25.07.2024 - 10:08,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,445,445,245,55.0561797752809,Сидоров Алексей,
25.07.2024 - 11:32,Заказ,Наклейка защитного стекла (Услуга),3,196,588,588,100.0,Администратор,Выдан
25.07.2024 - 14:04,Заказ,Установка Windows 10/11 + Драйвера,1,1152,1152,1152,100.0,Администратор,Выдан
25.07.2024 - 15:14,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,421,421,227,53.919239904988125,Сидоров Алексей,
25.07.2024 - 15:57,Заказ,Чистка системы охлаждения с заменой термопасты,3,1393,4179,3888,93.03661162957646,Петров Роман,Выдан
25.07.2024 - 16:29,Продажа,Защитное стекло 3D для iPhone 11/XR,1,463,463,414,89.41684665226782,Администратор,
25.07.2024 - 19:16,Заказ,Чехол силиконовый прозрачный,1,315,315,257,81.58730158730158,Иванов Сергей,Выдан
26.07.2024 - 10:32,Продажа,Защитное стекло 3D для iPhone 11/XR,1,495,495,445,89.8989898989899,Администратор,
26.07.2024 - 10:49,Продажа,Защитное стекло 3D для iPhone 11/XR,2,513,1026,926,90.25341130604289,Сидоров Алексей,
26.07.2024 - 12:14,Заказ,Восстановление цепи питания,1,4227,4227,3710,87.76910338301396,Иванов Сергей,Выдан
26.07.2024 - 13:13,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Сидоров Алексей,Выдан
26.07.2024 - 15:59,Заказ,Чистка системы охлаждения с заменой термопасты,1,1584,1584,1488,93.93939393939394,Петров Роман,Выдан
26.07.2024 - 17:42,Продажа,Блок питания Apple 20W (Copy),1,1221,1221,838,68.63226863226863,Петров Роман,
26.07.2024 - 18:03,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1196,1196,627,52.4247491638796,Сидоров Алексей,Выдан
26.07.2024 - 19:18,Заказ,Чистка системы охлаждения с заменой термопасты,1,1386,1386,1282,92.4963924963925,Петров Роман,Выдан
27.07.2024 - 12:38,Продажа,Кабель USB - Lightning (Foxconn),1,659,659,514,77.99696509863429,Петров Роман,
27.07.2024 - 16:09,Заказ,Восстановление цепи питания,1,4922,4922,4409,89.57740755790329,Сидоров Алексей,Выдан
27.07.2024 - 16:51,Заказ,Блок питания Apple 20W (Copy),1,1266,1266,853,67.37756714060032,Сидоров Алексей,Выдан
27.07.2024 - 18:09,Продажа,Блок питания Apple 20W (Copy),1,1101,1101,707,64.21435059037239,Сидоров Алексей,
27.07.2024 - 19:07,Заказ,Защитное стекло 3D для iPhone 11/XR,1,527,527,475,90.13282732447819,Администратор,Выдан
28.07.2024 - 10:07,Заказ,Блок питания Apple 20W (Copy),1,1216,1216,805,66.20065789473685,Администратор,Выдан
28.07.2024 - 10:18,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3852,3852,828,21.49532710280374,Администратор,Выдан
28.07.2024 - 14:17,Заказ,Диагностика,1,504,504,504,100.0,Сидоров Алексей,Выдан
28.07.2024 - 14:39,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1270,1270,700,55.118110236220474,Администратор,Выдан
28.07.2024 - 15:56,Заказ,Дисплей iPhone 11 (Копия AAA),1,2659,2659,1236,46.48364046634073,Администратор,Выдан
29.07.2024 - 10:28,Заказ,Чистка системы охлаждения с заменой термопасты,1,1608,1608,1507,93.71890547263682,Иванов Сергей,Выдан
29.07.2024 - 15:17,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,4988,4988,1232,24.69927826784282,Сидоров Алексей,Выдан
29.07.2024 - 17:06,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,460,460,262,56.95652173913044,Петров Роман,Выдан
29.07.2024 - 17:16,Заказ,Чистка системы охлаждения с заменой термопасты,1,1576,1576,1481,93.97208121827411,Администратор,Выдан
29.07.2024 - 17:23,Продажа,Защитное стекло 3D для iPhone 11/XR,2,526,1052,954,90.68441064638783,Администратор,
29.07.2024 - 18:07,Заказ,Дисплей iPhone 11 (Копия AAA),1,2616,2616,1222,46.71253822629969,Администратор,Выдан
29.07.2024 - 19:23,Заказ,Диагностика,2,457,914,914,100.0,Администратор,Выдан
29.07.2024 - 19:23,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Петров Роман,Выдан
30.07.2024 - 12:01,Заказ,Защитное стекло 3D для iPhone 11/XR,1,457,457,406,88.8402625820569,Сидоров Алексей,Выдан
30.07.2024 - 12:15,Заказ,Дисплей iPhone 11 (Копия AAA),2,2612,5224,2430,46.51607963246555,Иванов Сергей,Выдан
30.07.2024 - 13:12,Заказ,Установка Windows 10/11 + Драйвера,1,1312,1312,1312,100.0,Сидоров Алексей,Выдан
30.07.2024 - 14:13,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1268,1268,1170,92.27129337539432,Иванов Сергей,Выдан
30.07.2024 - 14:43,Заказ,Кабель USB - Lightning (Foxconn),1,620,620,473,76.29032258064517,Иванов Сергей,Выдан
30.07.2024 - 15:54,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1178,1178,1077,91.42614601018676,Иванов Сергей,Выдан
30.07.2024 - 16:57,Продажа,Чехол силиконовый прозрачный,1,324,324,267,82.4074074074074,Иванов Сергей,
30.07.2024 - 18:47,Продажа,Защитное стекло 3D для iPhone 11/XR,3,471,1413,1263,89.38428874734608,Администратор,
30.07.2024 - 19:33,Заказ,Установка Windows 10/11 + Драйвера,1,1080,1080,1080,100.0,Администратор,Выдан
30.07.2024 - 19:57,Заказ,Чехол силиконовый прозрачный,1,313,313,254,81.15015974440894,Петров Роман,Выдан
31.07.2024 - 11:08,Заказ,Защитное стекло 3D для iPhone 11/XR,1,513,513,462,90.05847953216374,Администратор,Выдан
31.07.2024 - 11:15,Продажа,Чехол силиконовый прозрачный,2,328,656,536,81.70731707317073,Сидоров Алексей,
31.07.2024 - 13:30,Заказ,Диагностика,1,483,483,483,100.0,Иванов Сергей,Выдан
31.07.2024 - 15:48,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1141,1141,601,52.67309377738826,Петров Роман,Выдан
31.07.2024 - 16:42,Заказ,Прошивка Android/iOS,1,991,991,991,100.0,Сидоров Алексей,Выдан
01.08.2024 - 12:08,Продажа,Чехол силиконовый прозрачный,1,319,319,262,82.13166144200626,Петров Роман,
01.08.2024 - 13:34,Заказ,Установка Windows 10/11 + Драйвера,1,1230,1230,1230,100.0,Сидоров Алексей,Выдан
01.08.2024 - 15:05,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1110,1110,1013,91.26126126126127,Сидоров Алексей,Выдан
01.08.2024 - 15:28,Заказ,Дисплей iPhone 11 (Копия AAA),1,2630,2630,1184,45.01901140684411,Петров Роман,Выдан
01.08.2024 - 15:33,Заказ,Кабель USB - Lightning (Foxconn),1,625,625,471,75.36,Иванов Сергей,Выдан
01.08.2024 - 16:18,Заказ,Восстановление цепи питания,1,4280,4280,3781,88.3411214953271,Иванов Сергей,Выдан
01.08.2024 - 17:14,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1288,1288,743,57.68633540372671,Иванов Сергей,Выдан
01.08.2024 - 17:49,Заказ,Чистка системы охлаждения с заменой термопасты,1,1560,1560,1457,93.3974358974359,Администратор,Выдан
02.08.2024 - 13:34,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,424,424,216,50.943396226415096,Администратор,Выдан
02.08.2024 - 14:19,Продажа,Чехол силиконовый прозрачный,1,298,298,237,79.53020134228188,Иванов Сергей,
02.08.2024 - 18:14,Заказ,Дисплей iPhone 11 (Копия AAA),2,2588,5176,2494,48.183925811437405,Сидоров Алексей,Выдан
02.08.2024 - 18:29,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1304,1304,1200,92.02453987730061,Петров Роман,Выдан
02.08.2024 - 19:18,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,432,432,232,53.70370370370371,Сидоров Алексей,Выдан
03.08.2024 - 14:58,Заказ,Прошивка Android/iOS,1,951,951,951,100.0,Иванов Сергей,Выдан
03.08.2024 - 16:07,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,440,440,232,52.72727272727272,Иванов Сергей,Выдан
04.08.2024 - 12:19,Заказ,Защитное стекло 3D для iPhone 11/XR,1,471,471,420,89.171974522293,Иванов Сергей,Выдан
04.08.2024 - 16:24,Заказ,Диагностика,1,480,480,480,100.0,Петров Роман,Выдан
05.08.2024 - 10:20,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5293,5293,1658,31.324390704704324,Иванов Сергей,Выдан
05.08.2024 - 10:29,Заказ,Диагностика,1,522,522,522,100.0,Администратор,Выдан
05.08.2024 - 12:50,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4794,4794,1632,34.04255319148936,Петров Роман,Выдан
05.08.2024 - 15:04,Заказ,Диагностика,1,500,500,500,100.0,Иванов Сергей,Выдан
05.08.2024 - 15:20,Заказ,Дисплей iPhone 11 (Копия AAA),1,2709,2709,1298,47.914359542266524,Сидоров Алексей,Выдан
05.08.2024 - 15:53,Заказ,Блок питания Apple 20W (Copy),1,1128,1128,745,66.04609929078015,Сидоров Алексей,Выдан
06.08.2024 - 13:13,Заказ,Кабель USB - Lightning (Foxconn),1,626,626,482,76.99680511182109,Иванов Сергей,Выдан
06.08.2024 - 19:38,Заказ,Установка Windows 10/11 + Драйвера,1,1279,1279,1279,100.0,Администратор,Выдан
06.08.2024 - 19:53,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,416,416,220,52.88461538461539,Администратор,
07.08.2024 - 12:13,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1197,1197,648,54.13533834586466,Петров Роман,Выдан
07.08.2024 - 12:58,Заказ,Защитное стекло 3D для iPhone 11/XR,1,523,523,474,90.63097514340345,Администратор,Выдан
07.08.2024 - 13:35,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1130,1130,604,53.451327433628315,Петров Роман,Выдан
07.08.2024 - 14:20,Заказ,Наклейка защитного стекла (Услуга),1,197,197,197,100.0,Петров Роман,Выдан
07.08.2024 - 14:27,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1099,1099,564,51.31938125568699,Иванов Сергей,Выдан
07.08.2024 - 19:42,Заказ,Восстановление цепи питания,1,4646,4646,4132,88.93671975893241,Иванов Сергей,Выдан
08.08.2024 - 11:53,Заказ,Чистка системы охлаждения с заменой термопасты,1,1456,1456,1360,93.4065934065934,Администратор,Выдан
08.08.2024 - 12:18,Заказ,Дисплей iPhone 11 (Копия AAA),1,2553,2553,1127,44.14414414414414,Иванов Сергей,Выдан
08.08.2024 - 13:06,Продажа,SSD накопитель Kingston 240GB,1,2333,2333,820,35.14787826832404,Петров Роман,
08.08.2024 - 13:53,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,448,448,247,55.13392857142857,Администратор,
08.08.2024 - 15:12,Заказ,Установка Windows 10/11 + Драйвера,1,1256,1256,1256,100.0,Петров Роман,Выдан
08.08.2024 - 17:25,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1261,1261,1162,92.14908802537668,Иванов Сергей,Выдан
08.08.2024 - 18:46,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1087,1087,989,90.98436062557498,Петров Роман,Выдан
09.08.2024 - 13:33,Заказ,Восстановление цепи питания,2,4704,9408,8388,89.15816326530613,Сидоров Алексей,Выдан
09.08.2024 - 13:40,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1152,1152,617,53.55902777777778,Администратор,Выдан
09.08.2024 - 13:44,Заказ,Чистка системы охлаждения с заменой термопасты,1,1395,1395,1292,92.61648745519713,Иванов Сергей,Выдан
09.08.2024 - 15:45,Заказ,Чехол силиконовый прозрачный,1,305,305,243,79.67213114754098,Петров Роман,Выдан
09.08.2024 - 15:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1237,1237,1139,92.07760711398545,Иванов Сергей,Выдан
09.08.2024 - 17:16,Заказ,Диагностика,1,475,475,475,100.0,Администратор,Выдан
09.08.2024 - 17:55,Продажа,Кабель USB - Lightning (Foxconn),1,556,556,404,72.66187050359713,Администратор,
09.08.2024 - 18:03,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4934,4934,1673,33.90758005674909,Администратор,Выдан
09.08.2024 - 18:26,Продажа,SSD накопитель Kingston 240GB,1,2135,2135,662,31.007025761124122,Сидоров Алексей,
09.08.2024 - 18:42,Продажа,Чехол силиконовый прозрачный,1,278,278,219,78.77697841726618,Сидоров Алексей,
10.08.2024 - 18:05,Продажа,Защитное стекло 3D для iPhone 11/XR,1,521,521,471,90.40307101727447,Администратор,
11.08.2024 - 11:00,Заказ,Установка Windows 10/11 + Драйвера,1,1153,1153,1153,100.0,Петров Роман,Выдан
11.08.2024 - 12:17,Заказ,Чехол силиконовый прозрачный,1,314,314,252,80.2547770700637,Сидоров Алексей,Выдан
11.08.2024 - 14:58,Продажа,Чехол силиконовый прозрачный,1,285,285,224,78.59649122807018,Администратор,
11.08.2024 - 14:59,Заказ,Защитное стекло 3D для iPhone 11/XR,1,487,487,436,89.5277207392197,Сидоров Алексей,Выдан
11.08.2024 - 15:44,Продажа,Кабель USB - Lightning (Foxconn),1,583,583,436,74.78559176672384,Администратор,
11.08.2024 - 17:11,Заказ,Чехол силиконовый прозрачный,1,316,316,258,81.64556962025317,Сидоров Алексей,Выдан
11.08.2024 - 17:14,Заказ,Кабель USB - Lightning (Foxconn),1,601,601,459,76.37271214642263,Сидоров Алексей,Выдан
11.08.2024 - 18:31,Заказ,Чистка системы охлаждения с заменой термопасты,1,1395,1395,1291,92.54480286738351,Иванов Сергей,Выдан
11.08.2024 - 18:58,Заказ,Дисплей iPhone 11 (Копия AAA),1,2294,2294,830,36.181342632955534,Петров Роман,Выдан
12.08.2024 - 11:00,Заказ,Диагностика,1,537,537,537,100.0,Администратор,Выдан
12.08.2024 - 11:32,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,419,419,216,51.551312649164686,Петров Роман,
12.08.2024 - 13:43,Продажа,Кабель USB - Lightning (Foxconn),1,657,657,514,78.23439878234399,Петров Роман,
12.08.2024 - 14:52,Продажа,Чехол силиконовый прозрачный,3,274,822,645,78.46715328467153,Администратор,
12.08.2024 - 17:11,Заказ,Дисплей iPhone 11 (Копия AAA),1,2599,2599,1166,44.86340900346287,Иванов Сергей,Выдан
12.08.2024 - 18:50,Заказ,Защитное стекло 3D для iPhone 11/XR,1,506,506,456,90.11857707509881,Сидоров Алексей,Выдан
12.08.2024 - 19:34,Заказ,Блок питания Apple 20W (Copy),1,1246,1246,835,67.01444622792937,Сидоров Алексей,Выдан
13.08.2024 - 17:18,Заказ,16GB USB 2.0 Flash Drive SmartBuy,2,409,818,420,51.34474327628362,Администратор,Выдан
13.08.2024 - 19:56,Заказ,Восстановление цепи питания,1,4415,4415,3905,88.4484711211778,Петров Роман,Выдан
14.08.2024 - 11:43,Продажа,Защитное стекло 3D для iPhone 11/XR,1,541,541,491,90.75785582255084,Администратор,
14.08.2024 - 13:27,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,456,456,262,57.45614035087719,Петров Роман,Выдан
14.08.2024 - 16:02,Заказ,Чехол силиконовый прозрачный,1,326,326,269,82.51533742331289,Сидоров Алексей,Выдан
14.08.2024 - 17:24,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,456,456,251,55.04385964912281,Администратор,Выдан
14.08.2024 - 17:33,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1243,1243,1143,91.9549477071601,Иванов Сергей,Выдан
14.08.2024 - 18:15,Продажа,Чехол силиконовый прозрачный,1,276,276,217,78.62318840579711,Петров Роман,
14.08.2024 - 19:54,Заказ,Чехол силиконовый прозрачный,1,296,296,239,80.74324324324324,Администратор,Выдан
15.08.2024 - 10:01,Продажа,Защитное стекло 3D для iPhone 11/XR,1,504,504,456,90.47619047619048,Иванов Сергей,
15.08.2024 - 10:43,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5227,5227,1610,30.801607040367323,Администратор,Выдан
15.08.2024 - 15:00,Заказ,Дисплей iPhone 11 (Копия AAA),1,2362,2362,930,39.37341236240474,Иванов Сергей,Выдан
15.08.2024 - 16:32,Продажа,Кабель USB - Lightning (Foxconn),1,576,576,430,74.65277777777779,Администратор,
16.08.2024 - 11:21,Продажа,Чехол силиконовый прозрачный,1,329,329,268,81.45896656534954,Петров Роман,
16.08.2024 - 12:30,Заказ,Кабель USB - Lightning (Foxconn),1,588,588,444,75.51020408163265,Сидоров Алексей,Выдан
16.08.2024 - 16:04,Заказ,Восстановление цепи питания,1,4313,4313,3836,88.94041270577324,Сидоров Алексей,Выдан
16.08.2024 - 16:14,Продажа,Чехол силиконовый прозрачный,2,277,554,434,78.33935018050542,Петров Роман,
17.08.2024 - 11:50,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,4119,4119,1094,26.559844622481183,Администратор,Выдан
17.08.2024 - 12:13,Заказ,Установка Windows 10/11 + Драйвера,1,1231,1231,1231,100.0,Петров Роман,Выдан
17.08.2024 - 12:24,Продажа,Чехол силиконовый прозрачный,1,290,290,229,78.96551724137932,Иванов Сергей,
17.08.2024 - 12:29,Заказ,Кабель USB - Lightning (Foxconn),1,649,649,507,78.12018489984591,Иванов Сергей,Выдан
17.08.2024 - 16:11,Заказ,Прошивка Android/iOS,1,1020,1020,1020,100.0,Иванов Сергей,Выдан
17.08.2024 - 16:53,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4757,4757,1449,30.46037418541097,Иванов Сергей,Выдан
17.08.2024 - 19:47,Продажа,Блок питания Apple 20W (Copy),1,1098,1098,680,61.93078324225865,Петров Роман,
18.08.2024 - 13:59,Заказ,Чехол силиконовый прозрачный,3,320,960,786,81.875,Сидоров Алексей,Выдан
18.08.2024 - 14:01,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1228,1228,1131,92.10097719869707,Сидоров Алексей,Выдан
18.08.2024 - 16:30,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5503,5503,1886,34.2722151553698,Петров Роман,Выдан
18.08.2024 - 18:29,Заказ,Установка Windows 10/11 + Драйвера,1,1205,1205,1205,100.0,Администратор,Выдан
18.08.2024 - 19:32,Заказ,Дисплей iPhone 11 (Копия AAA),1,2271,2271,914,40.24658740642889,Петров Роман,Выдан
