Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
13.05.2025 - 15:32,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Иванов Сергей,Выдан
13.05.2025 - 18:21,Заказ,Кабель USB - Lightning (Foxconn),1,567,567,421,74.25044091710758,Иванов Сергей,Выдан
13.05.2025 - 19:01,Заказ,Восстановление цепи питания,1,4171,4171,3663,87.8206665068329,Администратор,Выдан
14.05.2025 - 13:54,Заказ,Дисплей iPhone 11 (Копия AAA),1,2493,2493,1136,45.56758924989972,Иванов Сергей,Выдан
14.05.2025 - 15:34,Продажа,SSD накопитель Kingston 240GB,2,2394,4788,1876,39.1812865497076,Петров Роман,
14.05.2025 - 15:36,Заказ,Восстановление цепи питания,1,4463,4463,3979,89.15527671969528,Сидоров Алексей,Выдан
15.05.2025 - 16:04,Заказ,Прошивка Android/iOS,1,905,905,905,100.0,Иванов Сергей,Выдан
15.05.2025 - 19:26,Продажа,Защитное стекло 3D для iPhone 11/XR,1,496,496,446,89.91935483870968,Сидоров Алексей,
15.05.2025 - 19:28,Продажа,Блок питания Apple 20W (Copy),1,1317,1317,910,69.09643128321945,Иванов Сергей,
15.05.2025 - 19:39,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1187,1187,628,52.906486941870256,Иванов Сергей,Выдан
16.05.2025 - 15:11,Заказ,Наклейка защитного стекла (Услуга),1,198,198,198,100.0,Петров Роман,Выдан
16.05.2025 - 16:08,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,4081,4081,1232,30.18867924528302,Сидоров Алексей,
16.05.2025 - 17:19,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5509,5509,1782,32.3470684334725,Администратор,Выдан
17.05.2025 - 17:55,Заказ,Дисплей iPhone 11 (Копия AAA),1,2588,2588,1160,44.822256568778975,Администратор,Выдан
18.05.2025 - 11:50,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,487,974,592,60.78028747433265,Петров Роман,
18.05.2025 - 12:49,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1284,1284,1182,92.05607476635514,Сидоров Алексей,Выдан
18.05.2025 - 14:58,Продажа,Блок питания Apple 20W (Copy),1,1234,1234,841,68.15235008103727,Администратор,
19.05.2025 - 10:00,Заказ,Наклейка защитного стекла (Услуга),1,195,195,195,100.0,Петров Роман,Выдан
19.05.2025 - 11:13,Продажа,Блок питания Apple 20W (Copy),1,1090,1090,680,62.38532110091744,Иванов Сергей,
19.05.2025 - 12:21,Заказ,Диагностика,1,503,503,503,100.0,Иванов Сергей,Выдан
19.05.2025 - 14:53,Заказ,Защитное стекло 3D для iPhone 11/XR,1,455,455,404,88.79120879120879,Иванов Сергей,Выдан
19.05.2025 - 17:13,Заказ,Восстановление цепи питания,3,4353,13059,11556,88.49069607167472,Администратор,Выдан
20.05.2025 - 15:14,Заказ,Диагностика,1,508,508,508,100.0,Иванов Сергей,Выдан
20.05.2025 - 16:21,Заказ,Диагностика,1,513,513,513,100.0,Администратор,Выдан
20.05.2025 - 18:25,Заказ,Прошивка Android/iOS,1,1004,1004,1004,100.0,Сидоров Алексей,Выдан
21.05.2025 - 10:43,Заказ,Чистка системы охлаждения с заменой термопасты,1,1502,1502,1403,93.40878828229027,Сидоров Алексей,Выдан
21.05.2025 - 16:59,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1257,1257,711,56.56324582338902,Петров Роман,Выдан
22.05.2025 - 10:31,Продажа,Кабель USB - Lightning (Foxconn),1,643,643,497,77.29393468118197,Иванов Сергей,
22.05.2025 - 16:10,Заказ,Чехол силиконовый прозрачный,1,303,303,246,81.1881188118812,Администратор,Выдан
22.05.2025 - 16:50,Заказ,Установка Windows 10/11 + Драйвера,1,1295,1295,1295,100.0,Сидоров Алексей,Выдан
23.05.2025 - 17:51,Заказ,Чехол силиконовый прозрачный,1,291,291,233,80.06872852233677,Петров Роман,Выдан
23.05.2025 - 18:28,Продажа,Кабель USB - Lightning (Foxconn),1,646,646,503,77.86377708978328,Иванов Сергей,
23.05.2025 - 19:11,Заказ,Кабель USB - Lightning (Foxconn),1,646,646,502,77.70897832817337,Петров Роман,Выдан
24.05.2025 - 14:04,Заказ,Наклейка защитного стекла (Услуга),1,195,195,195,100.0,Администратор,Выдан
24.05.2025 - 14:06,Заказ,Восстановление цепи питания,1,4292,4292,3815,88.88630009319665,Администратор,Выдан
24.05.2025 - 16:17,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1246,1246,1144,91.81380417335474,Иванов Сергей,Выдан
24.05.2025 - 16:24,Продажа,Кабель USB - Lightning (Foxconn),1,591,591,449,75.97292724196278,Администратор,
24.05.2025 - 16:32,Заказ,Наклейка защитного стекла (Услуга),1,204,204,204,100.0,Петров Роман,Выдан
24.05.2025 - 17:39,Заказ,Диагностика,1,540,540,540,100.0,Петров Роман,Выдан
25.05.2025 - 10:14,Заказ,Восстановление цепи питания,1,4766,4766,4262,89.42509441879983,Администратор,Выдан
25.05.2025 - 14:55,Заказ,Восстановление цепи питания,1,4675,4675,4177,89.3475935828877,Сидоров Алексей,Выдан
25.05.2025 - 16:02,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4459,4459,1132,25.386858039919264,Иванов Сергей,Выдан
27.05.2025 - 10:21,Заказ,Кабель USB - Lightning (Foxconn),1,638,638,484,75.86206896551724,Сидоров Алексей,Выдан
27.05.2025 - 14:32,Продажа,Кабель USB - Lightning (Foxconn),1,590,590,447,75.76271186440678,Сидоров Алексей,
27.05.2025 - 15:48,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1185,1185,1084,91.47679324894514,Сидоров Алексей,Выдан
27.05.2025 - 16:10,Продажа,Чехол силиконовый прозрачный,1,297,297,237,79.7979797979798,Сидоров Алексей,
27.05.2025 - 18:01,Заказ,Установка Windows 10/11 + Драйвера,1,1138,1138,1138,100.0,Администратор,Выдан
28.05.2025 - 15:47,Заказ,Чехол силиконовый прозрачный,1,328,328,266,81.09756097560977,Иванов Сергей,Выдан
28.05.2025 - 16:30,Заказ,Чистка системы охлаждения с заменой термопасты,1,1594,1594,1491,93.53826850690088,Администратор,Выдан
28.05.2025 - 18:36,Заказ,Прошивка Android/iOS,1,1037,1037,1037,100.0,Администратор,Выдан
29.05.2025 - 11:03,Заказ,Прошивка Android/iOS,1,1058,1058,1058,100.0,Иванов Сергей,Выдан
29.05.2025 - 11:51,Заказ,Защитное стекло 3D для iPhone 11/XR,1,476,476,428,89.91596638655463,Петров Роман,Выдан
29.05.2025 - 14:41,Заказ,Установка Windows 10/11 + Драйвера,1,1260,1260,1260,100.0,Сидоров Алексей,Выдан
29.05.2025 - 15:33,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1179,1179,635,53.859202714164546,Сидоров Алексей,Выдан
29.05.2025 - 16:03,Заказ,Блок питания Apple 20W (Copy),1,1232,1232,821,66.6396103896104,Администратор,Выдан
29.05.2025 - 16:20,Продажа,Защитное стекло 3D для iPhone 11/XR,1,461,461,413,89.587852494577,Иванов Сергей,
30.05.2025 - 10:48,Заказ,Прошивка Android/iOS,1,1057,1057,1057,100.0,Петров Роман,Выдан
30.05.2025 - 11:32,Заказ,Наклейка защитного стекла (Услуга),1,215,215,215,100.0,Сидоров Алексей,Выдан
30.05.2025 - 15:31,Заказ,Чехол силиконовый прозрачный,1,276,276,215,77.89855072463769,Иванов Сергей,Выдан
31.05.2025 - 10:55,Заказ,Защитное стекло 3D для iPhone 11/XR,1,538,538,489,90.89219330855019,Сидоров Алексей,Выдан
31.05.2025 - 15:27,Продажа,Кабель USB - Lightning (Foxconn),1,559,559,417,74.59749552772809,Администратор,
31.05.2025 - 15:38,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5671,11342,3496,30.823487921001586,Администратор,Выдан
01.06.2025 - 11:57,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,482,482,288,59.75103734439834,Сидоров Алексей,Выдан
01.06.2025 - 12:00,Заказ,Установка Windows 10/11 + Драйвера,1,1222,1222,1222,100.0,Администратор,Выдан
01.06.2025 - 12:10,Заказ,Кабель USB - Lightning (Foxconn),1,579,579,434,74.95682210708118,Петров Роман,Выдан
01.06.2025 - 12:36,Заказ,Прошивка Android/iOS,1,943,943,943,100.0,Администратор,Выдан
01.06.2025 - 13:30,Заказ,Защитное стекло 3D для iPhone 11/XR,1,456,456,405,88.81578947368422,Администратор,Выдан
01.06.2025 - 15:20,Заказ,Чистка системы охлаждения с заменой термопасты,1,1581,1581,1480,93.61163820366856,Сидоров Алексей,Выдан
01.06.2025 - 18:05,Заказ,Прошивка Android/iOS,3,1082,3246,3246,100.0,Иванов Сергей,Выдан
02.06.2025 - 17:00,Заказ,Чехол силиконовый прозрачный,1,276,276,217,78.62318840579711,Петров Роман,Выдан
02.06.2025 - 18:43,Заказ,Наклейка защитного стекла (Услуга),1,190,190,190,100.0,Сидоров Алексей,Выдан
03.06.2025 - 12:19,Продажа,Чехол силиконовый прозрачный,1,324,324,266,82.09876543209876,Сидоров Алексей,
03.06.2025 - 17:29,Заказ,Установка Windows 10/11 + Драйвера,1,1193,1193,1193,100.0,Администратор,Выдан
04.06.2025 - 10:15,Заказ,Кабель USB - Lightning (Foxconn),1,542,542,393,72.50922509225092,Петров Роман,Выдан
04.06.2025 - 10:21,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1132,1132,1036,91.51943462897526,Администратор,Выдан
04.06.2025 - 12:33,Заказ,Наклейка защитного стекла (Услуга),1,216,216,216,100.0,Петров Роман,Выдан
04.06.2025 - 14:07,Продажа,Защитное стекло 3D для iPhone 11/XR,1,461,461,413,89.587852494577,Администратор,
04.06.2025 - 14:43,Продажа,SSD накопитель Kingston 240GB,1,2045,2045,574,28.068459657701712,Администратор,
04.06.2025 - 15:04,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1294,1294,1190,91.9629057187017,Сидоров Алексей,Выдан
04.06.2025 - 15:50,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,469,469,261,55.65031982942431,Сидоров Алексей,Выдан
05.06.2025 - 11:03,Заказ,Диагностика,1,462,462,462,100.0,Иванов Сергей,Выдан
05.06.2025 - 14:20,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,434,434,241,55.52995391705069,Иванов Сергей,
06.06.2025 - 10:52,Заказ,Диагностика,1,454,454,454,100.0,Иванов Сергей,Выдан
06.06.2025 - 12:28,Заказ,Прошивка Android/iOS,1,915,915,915,100.0,Петров Роман,Выдан
06.06.2025 - 15:13,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1086,1086,984,90.60773480662984,Иванов Сергей,Выдан
06.06.2025 - 18:07,Заказ,Защитное стекло 3D для iPhone 11/XR,1,485,485,435,89.69072164948454,Иванов Сергей,Выдан
07.06.2025 - 14:08,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3706,3706,768,20.72315164597949,Иванов Сергей,
07.06.2025 - 18:16,Заказ,Дисплей iPhone 11 (Копия AAA),1,2650,2650,1207,45.54716981132076,Иванов Сергей,Выдан
09.06.2025 - 15:18,Продажа,Чехол силиконовый прозрачный,2,300,600,484,80.66666666666666,Администратор,
09.06.2025 - 18:53,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1274,1274,700,54.94505494505495,Петров Роман,Выдан
10.06.2025 - 12:46,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4558,4558,1479,32.44844229925406,Петров Роман,Выдан
10.06.2025 - 13:46,Заказ,Чистка системы охлаждения с заменой термопасты,1,1360,1360,1261,92.72058823529412,Иванов Сергей,Выдан
11.06.2025 - 12:08,Заказ,Чистка системы охлаждения с заменой термопасты,1,1635,1635,1532,93.70030581039755,Петров Роман,Выдан
11.06.2025 - 15:47,Продажа,SSD накопитель Kingston 240GB,1,2103,2103,573,27.246790299572037,Администратор,
12.06.2025 - 10:16,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1170,1170,594,50.76923076923077,Администратор,Выдан
12.06.2025 - 14:51,Заказ,Установка Windows 10/11 + Драйвера,1,1114,1114,1114,100.0,Сидоров Алексей,Выдан
12.06.2025 - 15:26,Продажа,SSD накопитель Kingston 240GB,1,2315,2315,846,36.54427645788337,Иванов Сергей,
12.06.2025 - 19:26,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4772,4772,1693,35.4777870913663,Иванов Сергей,Выдан
13.06.2025 - 13:10,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5979,5979,2122,35.49088476333835,Петров Роман,Выдан
13.06.2025 - 13:16,Заказ,Дисплей iPhone 11 (Копия AAA),1,2662,2662,1252,47.03230653643877,Администратор,Выдан
13.06.2025 - 14:18,Заказ,Диагностика,1,459,459,459,100.0,Администратор,Выдан
13.06.2025 - 15:31,Заказ,Восстановление цепи питания,1,4700,4700,4197,89.29787234042553,Администратор,Выдан
13.06.2025 - 15:57,Заказ,Установка Windows 10/11 + Драйвера,1,1103,1103,1103,100.0,Иванов Сергей,Выдан
13.06.2025 - 19:02,Заказ,Дисплей iPhone 11 (Копия AAA),1,2339,2339,997,42.625053441641725,Петров Роман,Выдан
14.06.2025 - 16:06,Продажа,Защитное стекло 3D для iPhone 11/XR,1,512,512,463,90.4296875,Администратор,
15.06.2025 - 10:01,Заказ,Защитное стекло 3D для iPhone 11/XR,1,507,507,456,89.94082840236686,Администратор,Выдан
15.06.2025 - 10:17,Заказ,Установка Windows 10/11 + Драйвера,1,1165,1165,1165,100.0,Иванов Сергей,Выдан
15.06.2025 - 11:49,Заказ,Диагностика,1,534,534,534,100.0,Сидоров Алексей,Выдан
15.06.2025 - 12:19,Заказ,SSD накопитель Kingston 240GB,1,2161,2161,697,32.253586302637665,Администратор,Выдан
16.06.2025 - 10:33,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4196,4196,953,22.71210676835081,Администратор,Выдан
16.06.2025 - 10:52,Продажа,Блок питания Apple 20W (Copy),1,1118,1118,736,65.83184257602862,Иванов Сергей,
16.06.2025 - 11:16,Заказ,Наклейка защитного стекла (Услуга),1,209,209,209,100.0,Администратор,Выдан
16.06.2025 - 12:15,Заказ,Дисплей iPhone 11 (Копия AAA),1,2525,2525,1141,45.18811881188119,Петров Роман,Выдан
16.06.2025 - 16:30,Заказ,Защитное стекло 3D для iPhone 11/XR,1,487,487,438,89.93839835728953,Администратор,Выдан
17.06.2025 - 12:49,Заказ,Диагностика,1,459,459,459,100.0,Петров Роман,Выдан
17.06.2025 - 15:05,Продажа,Чехол силиконовый прозрачный,1,270,270,209,77.4074074074074,Администратор,
18.06.2025 - 11:13,Заказ,Наклейка защитного стекла (Услуга),1,218,218,218,100.0,Петров Роман,Выдан
18.06.2025 - 12:56,Продажа,Защитное стекло 3D для iPhone 11/XR,1,508,508,459,90.35433070866141,Сидоров Алексей,
18.06.2025 - 16:38,Продажа,Защитное стекло 3D для iPhone 11/XR,1,466,466,417,89.48497854077253,Иванов Сергей,
18.06.2025 - 16:50,Продажа,Защитное стекло 3D для iPhone 11/XR,1,542,542,492,90.7749077490775,Петров Роман,
18.06.2025 - 16:50,Заказ,Прошивка Android/iOS,1,976,976,976,100.0,Петров Роман,Выдан
18.06.2025 - 17:20,Заказ,Кабель USB - Lightning (Foxconn),1,576,576,422,73.26388888888889,Администратор,Выдан
18.06.2025 - 19:09,Заказ,Установка Windows 10/11 + Драйвера,1,1184,1184,1184,100.0,Иванов Сергей,Выдан
18.06.2025 - 19:39,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,451,451,244,54.1019955654102,Иванов Сергей,Выдан
19.06.2025 - 10:41,Заказ,Установка Windows 10/11 + Драйвера,1,1181,1181,1181,100.0,Иванов Сергей,Выдан
19.06.2025 - 12:16,Заказ,Наклейка защитного стекла (Услуга),2,192,384,384,100.0,Иванов Сергей,Выдан
19.06.2025 - 16:28,Продажа,Чехол силиконовый прозрачный,1,292,292,233,79.7945205479452,Администратор,
20.06.2025 - 16:05,Заказ,Установка Windows 10/11 + Драйвера,1,1198,1198,1198,100.0,Иванов Сергей,Выдан
20.06.2025 - 16:49,Продажа,Кабель USB - Lightning (Foxconn),1,659,659,509,77.2382397572079,Петров Роман,
21.06.2025 - 13:24,Заказ,Установка Windows 10/11 + Драйвера,1,1103,1103,1103,100.0,Сидоров Алексей,Выдан
21.06.2025 - 14:06,Заказ,Чистка системы охлаждения с заменой термопасты,1,1367,1367,1266,92.61155815654718,Петров Роман,Выдан
21.06.2025 - 17:26,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3941,3941,1027,26.059375792945954,Петров Роман,
21.06.2025 - 17:32,Заказ,Прошивка Android/iOS,1,1009,1009,1009,100.0,Сидоров Алексей,Выдан
21.06.2025 - 19:01,Заказ,Защитное стекло 3D для iPhone 11/XR,1,462,462,410,88.74458874458875,Администратор,Выдан
21.06.2025 - 19:32,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1304,1304,1202,92.17791411042946,Администратор,Выдан
22.06.2025 - 13:01,Заказ,Кабель USB - Lightning (Foxconn),1,619,619,476,76.89822294022616,Петров Роман,Выдан
22.06.2025 - 13:36,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1120,1120,1019,90.98214285714286,Иванов Сергей,Выдан
22.06.2025 - 18:07,Заказ,Наклейка защитного стекла (Услуга),1,215,215,215,100.0,Администратор,Выдан
23.06.2025 - 11:19,Продажа,SSD накопитель Kingston 240GB,1,2362,2362,914,38.69602032176122,Сидоров Алексей,
23.06.2025 - 12:24,Заказ,Чехол силиконовый прозрачный,1,314,314,257,81.84713375796179,Петров Роман,Выдан
23.06.2025 - 14:02,Заказ,Дисплей iPhone 11 (Копия AAA),2,2279,4558,1862,40.85125054848618,Сидоров Алексей,Выдан
23.06.2025 - 14:23,Заказ,Дисплей iPhone 11 (Копия AAA),1,2386,2386,945,39.60603520536463,Сидоров Алексей,Выдан
24.06.2025 - 11:38,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1216,1216,667,54.851973684210535,Петров Роман,Выдан
24.06.2025 - 19:11,Продажа,Чехол силиконовый прозрачный,1,296,296,239,80.74324324324324,Иванов Сергей,
24.06.2025 - 19:24,Заказ,Чехол силиконовый прозрачный,1,302,302,240,79.47019867549669,Администратор,Выдан
25.06.2025 - 12:00,Заказ,SSD накопитель Kingston 240GB,1,2016,2016,543,26.934523809523807,Администратор,Выдан
25.06.2025 - 12:08,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5275,5275,1473,27.92417061611374,Иванов Сергей,Выдан
26.06.2025 - 10:08,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5346,10692,3264,30.52749719416386,Администратор,Выдан
26.06.2025 - 17:53,Продажа,Кабель USB - Lightning (Foxconn),1,613,613,465,75.85644371941272,Петров Роман,
26.06.2025 - 19:34,Заказ,Защитное стекло 3D для iPhone 11/XR,3,503,1509,1365,90.4572564612326,Петров Роман,Выдан
26.06.2025 - 19:49,Продажа,Защитное стекло 3D для iPhone 11/XR,1,531,531,483,90.96045197740112,Петров Роман,
26.06.2025 - 19:53,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,417,417,219,52.51798561151079,Петров Роман,
27.06.2025 - 10:54,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1208,1208,653,54.056291390728475,Сидоров Алексей,Выдан
27.06.2025 - 12:50,Заказ,Наклейка защитного стекла (Услуга),1,215,215,215,100.0,Петров Роман,Выдан
27.06.2025 - 14:56,Заказ,Восстановление цепи питания,1,4413,4413,3895,88.26195331973715,Иванов Сергей,Выдан
27.06.2025 - 15:37,Заказ,Прошивка Android/iOS,1,930,930,930,100.0,Сидоров Алексей,Выдан
27.06.2025 - 17:06,Заказ,Прошивка Android/iOS,1,961,961,961,100.0,Петров Роман,Выдан
28.06.2025 - 12:57,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1180,1180,648,54.91525423728814,Сидоров Алексей,Выдан
28.06.2025 - 13:23,Заказ,Восстановление цепи питания,1,4537,4537,4027,88.75909191095438,Иванов Сергей,Выдан
28.06.2025 - 15:06,Заказ,Кабель USB - Lightning (Foxconn),1,632,632,484,76.58227848101265,Петров Роман,Выдан
28.06.2025 - 15:22,Продажа,Кабель USB - Lightning (Foxconn),1,599,599,443,73.95659432387312,Администратор,
29.06.2025 - 10:27,Продажа,Кабель USB - Lightning (Foxconn),1,623,623,467,74.95987158908507,Петров Роман,
29.06.2025 - 11:29,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),3,1156,3468,1890,54.498269896193776,Петров Роман,Выдан
29.06.2025 - 16:14,Заказ,Защитное стекло 3D для iPhone 11/XR,1,465,465,416,89.46236559139786,Иванов Сергей,Выдан
29.06.2025 - 17:01,Продажа,Защитное стекло 3D для iPhone 11/XR,2,544,1088,990,90.99264705882352,Петров Роман,
29.06.2025 - 18:26,Продажа,Кабель USB - Lightning (Foxconn),1,597,597,442,74.03685092127303,Иванов Сергей,
30.06.2025 - 14:08,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5633,5633,1835,32.57589206461921,Администратор,Выдан
30.06.2025 - 16:53,Продажа,Чехол силиконовый прозрачный,1,275,275,214,77.81818181818181,Иванов Сергей,
30.06.2025 - 18:36,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1311,1311,768,58.58123569794051,Администратор,Выдан
01.07.2025 - 12:01,Заказ,Прошивка Android/iOS,1,1029,1029,1029,100.0,Петров Роман,Выдан
01.07.2025 - 15:40,Заказ,Диагностика,1,499,499,499,100.0,Администратор,Выдан
01.07.2025 - 18:25,Заказ,Защитное стекло 3D для iPhone 11/XR,1,502,502,452,90.0398406374502,Петров Роман,Выдан
02.07.2025 - 11:39,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4276,4276,948,22.170252572497663,Администратор,Выдан
02.07.2025 - 12:38,Заказ,Дисплей iPhone 11 (Копия AAA),1,2646,2646,1277,48.261526832955404,Сидоров Алексей,Выдан
03.07.2025 - 10:05,Заказ,Наклейка защитного стекла (Услуга),1,218,218,218,100.0,Иванов Сергей,Выдан
03.07.2025 - 11:18,Заказ,SSD накопитель Kingston 240GB,1,2288,2288,765,33.43531468531469,Сидоров Алексей,Выдан
03.07.2025 - 13:39,Заказ,Дисплей iPhone 11 (Копия AAA),1,2660,2660,1297,48.7593984962406,Администратор,Выдан
03.07.2025 - 19:11,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1174,1174,603,51.36286201022146,Петров Роман,Выдан
03.07.2025 - 19:32,Продажа,Блок питания Apple 20W (Copy),1,1151,1151,732,63.5968722849696,Петров Роман,
04.07.2025 - 10:45,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1099,1099,999,90.90081892629664,Иванов Сергей,Выдан
04.07.2025 - 12:03,Продажа,Чехол силиконовый прозрачный,1,312,312,252,80.76923076923077,Иванов Сергей,
04.07.2025 - 12:30,Продажа,SSD накопитель Kingston 240GB,1,2159,2159,672,31.12552107457156,Сидоров Алексей,
04.07.2025 - 16:08,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1141,1141,1041,91.23575810692375,Петров Роман,Выдан
04.07.2025 - 19:57,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1319,1319,1224,92.7975739196361,Иванов Сергей,Выдан
05.07.2025 - 10:40,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4202,4202,1032,24.55973346025702,Администратор,Выдан
05.07.2025 - 12:39,Заказ,Кабель USB - Lightning (Foxconn),1,645,645,490,75.96899224806202,Администратор,Выдан
05.07.2025 - 13:48,Продажа,Блок питания Apple 20W (Copy),1,1095,1095,691,63.10502283105023,Сидоров Алексей,
07.07.2025 - 13:23,Заказ,Наклейка защитного стекла (Услуга),1,209,209,209,100.0,Администратор,Выдан
07.07.2025 - 17:33,Заказ,Чехол силиконовый прозрачный,2,301,602,486,80.73089700996677,Петров Роман,Выдан
08.07.2025 - 16:01,Продажа,Кабель USB - Lightning (Foxconn),1,620,620,474,76.45161290322581,Администратор,
08.07.2025 - 18:21,Заказ,Чехол силиконовый прозрачный,1,324,324,264,81.48148148148148,Сидоров Алексей,Выдан
08.07.2025 - 19:07,Продажа,Чехол силиконовый прозрачный,1,293,293,236,80.54607508532423,Иванов Сергей,
09.07.2025 - 14:57,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5094,5094,1334,26.18767177071064,Сидоров Алексей,Выдан
09.07.2025 - 15:01,Заказ,Диагностика,1,493,493,493,100.0,Иванов Сергей,Выдан
09.07.2025 - 19:25,Заказ,Диагностика,1,455,455,455,100.0,Иванов Сергей,Выдан
10.07.2025 - 10:25,Заказ,Дисплей iPhone 11 (Копия AAA),1,2663,2663,1295,48.62936537739392,Петров Роман,Выдан
10.07.2025 - 11:52,Заказ,Прошивка Android/iOS,1,952,952,952,100.0,Администратор,Выдан
10.07.2025 - 16:30,Продажа,Чехол силиконовый прозрачный,1,315,315,258,81.9047619047619,Администратор,
10.07.2025 - 16:52,Заказ,Наклейка защитного стекла (Услуга),1,212,212,212,100.0,Администратор,Выдан
10.07.2025 - 19:47,Заказ,Кабель USB - Lightning (Foxconn),1,658,658,505,76.74772036474164,Иванов Сергей,Выдан
11.07.2025 - 11:55,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),3,1083,3249,1533,47.1837488457987,Петров Роман,Выдан
11.07.2025 - 12:22,Заказ,Наклейка защитного стекла (Услуга),1,211,211,211,100.0,Администратор,Выдан
11.07.2025 - 17:45,Заказ,Диагностика,1,474,474,474,100.0,Сидоров Алексей,Выдан
12.07.2025 - 11:30,Заказ,Наклейка защитного стекла (Услуга),1,191,191,191,100.0,Администратор,Выдан
13.07.2025 - 15:20,Заказ,Чехол силиконовый прозрачный,2,282,564,442,78.36879432624113,Петров Роман,Выдан
14.07.2025 - 11:12,Заказ,Прошивка Android/iOS,1,955,955,955,100.0,Петров Роман,Выдан
14.07.2025 - 11:26,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Сидоров Алексей,Выдан
14.07.2025 - 19:29,Заказ,Чехол силиконовый прозрачный,1,326,326,268,82.20858895705521,Иванов Сергей,Выдан
15.07.2025 - 11:14,Заказ,Чистка системы охлаждения с заменой термопасты,2,1509,3018,2820,93.43936381709742,Сидоров Алексей,Выдан
15.07.2025 - 11:40,Заказ,Восстановление цепи питания,1,4777,4777,4290,89.80531714465145,Петров Роман,Выдан
15.07.2025 - 12:30,Заказ,Чехол силиконовый прозрачный,1,298,298,239,80.20134228187919,Петров Роман,Выдан
15.07.2025 - 17:46,Заказ,Восстановление цепи питания,1,4567,4567,4045,88.57017735931684,Петров Роман,Выдан
16.07.2025 - 10:47,Продажа,Блок питания Apple 20W (Copy),1,1083,1083,671,61.95752539242844,Сидоров Алексей,
16.07.2025 - 16:19,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1223,1223,1122,91.74161896974653,Иванов Сергей,Выдан
17.07.2025 - 14:22,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1245,1245,1144,91.88755020080322,Иванов Сергей,Выдан
17.07.2025 - 14:23,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,416,416,221,53.125,Петров Роман,
17.07.2025 - 18:11,Заказ,Чехол силиконовый прозрачный,1,317,317,255,80.4416403785489,Иванов Сергей,Выдан
17.07.2025 - 18:38,Заказ,Чистка системы охлаждения с заменой термопасты,1,1400,1400,1301,92.92857142857143,Иванов Сергей,Выдан
